barcode,brand,product_name,size,category_1,category_2,category_3
065400011261,DOLE,DOLE RUBY RED GRAPEFRUIT JUICE COCKTAIL 12X450ML,NULL,LRB,J&D,NCB
686700101317,GAMESA,GAMESA MERENGUE MARSHMALLOW COOKIES 15.6 OZ 12 CT,15.6 OZ,FLNA,COOKIES/GRAHAM CRACKERS,COOKIES
050428361443,CVS,GLUCOSAMINE CHONDROITIN WITH MSM DIETARY SUPPLEMENT,NULL,VITAMINS AND SUPPLEMENTS,SUPPLEMENTS,BONE AND JOINT SUPPLEMENT
800897198107,NYX PROFESSIONAL MAKEUP,SHOUT LOUD STN LIPSTICK LOVE IS A,0.12 OZ,COLOR COSMETICS,LIP,LIPSTICK
077567254320,BREYERS,BREYERS FROZEN VANILLA FUDGE TWIRL DAIRY DESSERT REGULAR 48 OZ - 0077567254324,48 OZ,PACKAGED ICE CREAM,CREAM BASED,FROZEN DAIRY DESSERT
2700710458310,TRESEMME,TRESEMME COLOR REVITALIZE COLOR REVITALIZER HAIR CONDITIONER LIQUID COLOR TREATED RP 39 OZ,39 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
011111347861,DOVE,DOVE PURELY PAMPERING SOAP 6 CT JASMINE PETALS RP 24 OZ - 0011111347861,NULL,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
036000451719,HUGGIES,HUGGIES DISPOSABLES DIAPER SIZE SIX OVER 35 POUND DISNEY TRADEMARK PREMOISTENED,NULL,DIAPERS,AB,SPECIAL PK
080868060194,DR PRAEGERS,DR. PRAEGER'S BLACK BEAN QUINOA VEGGIE BURGERS,10 OZ,MEAT SUBSTITUTES,PLANT BASED,VEGGIE BURGERS
028400646659,FRITO LAY,DORITOS TORTILLA SNACK ASSORTED BAG IN BOX 19 OZ,NULL,FLNA,SALTY SNACKS,VARIETY MULTIPACK
079400461742,SUAVE,SUAVE PROFESSIONALS SHINE HAIR CONDITIONER LIQUID NATURAL RP 4.75 OZ,5 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
911111516840,MCDONALDS,AMERICANO - LARGE,LARGE ,NON_ALCOHOL_BEVERAGE,HOT_BEVERAGE,COFFEE_ESPRESSO
071691531548,RUBBERMAID,RUBBERMAID EASY FIND LIDS MEDIUM VALUE PACK,NULL,STORAGE,DURABLES,EASY FIND LIDS
045173066859,TICONDEROGA,TRU-RAY VIBRANT ASST 9X12 150 CT-12,NULL,HOUSEHOLD,OFFICE SUPPLIES,CONSTRUCTION PAPER
876063002226,MUSCLE MILK,MUSCLE MILK ZERO SUGAR NON DAIRY PROTEIN 25 G SHAKE VANILLA CREME 14 OZ 12 CT,14 OZ,LRB,ENGINEERED NUTRITION,NCB
764302270249,SHEA MOISTURE,SHEA MOISTURE PURIFYING HAIR TREATMENT MASK DRY ITCHY RP 12 OZ,12 OZ,DAILY HAIR CARE,WASH & CARE,MASK/DEEP TREATMENT
603029095202,TIGI,TIGI CATWALK CURLS ROCK REGULAR HAIR CONDITIONER LIQUID CURLY WAVY RP 8.5 OZ,9 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
036000013009,U BY KOTEX,KOTEX LIGHTDAYS SANITARY LINER REGULAR BOX 22 COUNT,22 COUNT,FEMININE CARE,PANTILINERS,REGULAR
012000043161,MOUNTAIN DEW,MTN DEW LIBERTY BREW SODA CHERRY BERRY NEON PLSTC WRPD PLST BTLS 16.9 OZ 6 CT,16.9 OZ,LRB,CSD,CSD
016000682900,CHEERIOS,HONEY NUT CHEERIOS RTE CEREAL - GIANT SIZE,1 PACK,CEREAL,RTE CEREAL,FAMILY
076677057166,FAMOUS AMOS,"FAMOUS AMOS BELGIAN CHOCOLATE CHIP BITE SIZE COOKIES, 7 OZ",NULL,COOKIES AND CRACKERS,COOKIES,CHOCOLATE CHIP COOKIE
062338985787,AIR WICK,AIR WICK ESN MST DFSR WTH FR REFILL FRESH BRZ WTH BTRY 1 CT 006233898578,1 CT,AIR CARE,MIST DIFFUSER,MIST DIFFUSER
046100006870,SARGENTO,SARGENTO NATURAL BLENDS NATURAL PROVOLONE MOZZARELLA STICK BAG 9 OZ,9 OZ,SNACKING CHEESE,SNACK STRING & STICK,PROVOLONE
072945612921,SARA LEE ARTESANO,SARA LEE ARTESANO SMOOTH MULTIGRAIN BAKERY BREAD 20 OZ,20 OZ,MAINSTREAM,SARA LEE ARTESANO ALFAROS BREAD,BREAD
050428257630,CVS,CALCIUM 600 MG AND VITAMIN D3 BONE HEALTH DIETARY SUPPLEMENT,NULL,VITAMINS AND SUPPLEMENTS,MINERALS,CALCIUM
074780333320,PERRIER,"PERRIER & JUICE, STRAWBERRY AND KIWI FLAVORED, 4 CT",33.799999999999997 OZ,BEVERAGES,SPARKLING JUICE,REMAINING FLAVOR
077043002032,ST IVES,ST IVES ROSE & ARGAN OIL SKIN MOISTURIZER LOTION SMOOTH SILKY HYDRATES & SMOOTHES RP 21 OZ - 0077043002031,21 OZ,BODY CARE,HAND AND BODY LOTION,HBL+ AQUAPHOR/PL SEGMENT
051092700330,LAS ROCAS,LAS ROCAS GARNACHA SPAIN 1 CT .75  - 0051092700331,750 ML,RED WINE,TABLE,RED VARIETAL
034100000660,LEINENKUGELS,LEINENKUGELS 1 PACK 12OZ GL BTL,12 OZ,BEER,CRAFT,1PK 12OZ GL BTL
052000540291,GATORADE,GATORADE  ORANGE 16.9 OZ 4 CT,16.899999999999999 OZ,LRB,SPORTS DRINK,NCB
810667031312,BACK TO THE ROOTS,ORGANIC DWARF BLUE CURLED VATES KALE SEED (1-PACK),1 CT,HOME & GARDEN,GARDEN,SEEDS
095008027753,ESSIE,ES NL STRN LQD LVN DRLY BTL IN BOX,1 CT,NAIL,NAIL,ENAMEL
070470476490,YOPLAIT,"YOPLAIT NON-FAT GREEK YOGURT - VANILLA, 4 PACK",4 PACK,YOGURT,REFRIGERATED YOGURT,GRK SNGL SRV & MPK
016000296039,CHEERIOS,HONEY NUT CHEERIOS RTE CEREAL - SINGLE SERVING,1 PACK,CEREAL,RTE CEREAL,FAMILY
035255153867,GENUINE JOE,"GENUINE JOE LIGHTLY POWDERED GENERAL PURPOSE VINYL GLOVES CLEAR, 100CT, SMALL",NULL,HOME HEALTH CARE,AIDES FOR DAILY LIVG,AIDES FOR DAILY LIVING
012000173721,MOUNTAIN DEW,MTN DEW WHITE LABEL CITRUS WITH CRAFTED TROPICAL CITRUS CAN 16 OZ 12 CT,16 OZ,LRB,CSD,CSD
071249650172,LOREAL PARIS COSMETICS,LOREAL PARIS LIQUID LIPSTICK,0.23 OZ,COLOR COSMETICS,LIP,LIPSTICK
071249308189,LOREAL PARIS COSMETICS,+LCRLL SS LPCLR PLTBE OZ,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
085000045466,BAREFOOT,BAREFOOT MERLOT CALIFORNIA 4 CT .748  - 0085000045461,187 ML,RED WINE,TABLE,MERLOT
800897818609,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP LOVE IN LOVE IN RIO MO ROCKIN BEATS,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
028400109253,FRITO LAY,ALL FRITO LAY PRODUCTS ASTSS SALTED SNACKS ASSORTED,NULL,FLNA,SALTY SNACKS,VARIETY MULTIPACK
092567105373,LIFE SPECIAL EDITION,LIFE THE MOST HAUNTED PLACES, ,MAGAZINES,LIFE,HISTORY
800897840495,NYX PROFESSIONAL MAKEUP,NYX HYDRA TOUCH FNDTNS PRSSD PWDR MATTE COMPACT,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
071641194083,SHARPIE,ASSORTED S-GEL PEN 2-PK,2 CT,WRITING INSTRUMENTS,PENS,GEL PENS
050428635926,CVS,APPLE CIDER VINEGAR WITH BLACK ELDERBERRY AND ECHINACEA,NULL,DIET AND NUTRITION,HEALTH NUTRITION SHAKES,HEALTH NUTRITION SHAKES
036000496932,HUGGIES,HUGGIES LITTLE MOVERS DIAPERS 16 COUNT SIZE 6,NULL,DIAPERS,AB,JMB
800897215552,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP BARE WITH ME ULTA VEGAN OMNI GWP KIT,1 CT,COLOR COSMETICS,LIP,PRIMER
082592634153,NAKED,NAKED FRUIT AND VEGGIE JUICE 100% JUICE SMOOTHIE KALE BLAZER 32 OZ,NULL,LRB,J&D,NCB
038590044807,AMERICAN MEDICAL ID,"AMERICAN MEDICAL ID SILVER EMBOSS HEART CHARM BRACELET, 7""",NULL,FIRST AID,ACCS - ACCESSORIES,ACCESSORIES
011111360198,DOVE,DOVE SOAP 4 CT SP 16 OZ, ,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
071249135389,LOREAL PARIS COSMETICS,LOREAL PARIS PRO GLOSS POSY,0.21 OZ,COLOR COSMETICS,LIP,LIP GLOSS
071169814180,BETTY CROCKER,"BETTY CROCKER BETTY CROCKER, BUILDING BLOCKS BIRTHDAY CANDLES",NULL,BAKING,BAKING ACCESSORIES/DECORATIONS,CANDLES
071249336076,LOREAL PARIS COSMETICS,LOREAL INFALLIBLE PAINTS EYE SHDW LQD/CRM,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
071641362017,SHARPIE,36201 BLACK FINE TIP PERMANENT MARKER,1 CT,WRITING INSTRUMENTS,MARKERS,PERMANENT MARKERS
822142991523,TIGI,TIGI BED HEAD B FOR MEN CLEAN UP CLEANSING SHAMPOO LIQUID PLASTIC TUBE RP 8.45 OZ - 0822142991521,8 OZ,DAILY HAIR CARE,WASH & CARE,SHAMPOO X DRY
042800118431,TOTINOS,"TOTINOS TRIPLE MEAT SAUSAGE, CANADIAN STYLE BACON, GROUND PORK & PEPPERONI SEASONED PORK, CHICKEN AND BEEF PIZZA TOPPING PIZZA IN A GOLDEN CRUST",130 PACK,FROZEN,FROZEN APPETIZER,ROLLS
013562117222,ANNIES HOMEGROWN GROCERY,ANN ORG NEAPOLITAN BNY GRMS 7.5OZ,7.5 OZ,SNACKS,NATURAL/ ORGANIC,GRAHAM TREATS
855011000002,BARE REPUBLIC,"BARE REPUBLIC MINERAL SPORT SUNSCREEN LOTION SPF 50, 5 OZ",NULL,SUNCARE,SENS (MINERALS ONLY),SPORT
028400242745,FRITOS,FRITOS CORN SNACK HONEY BBQ BAG 2 OZ 1 CT,2 OZ,FLNA,SALTY SNACKS,CORN CHIPS
090174470358,TIGI,TIGI CATWALK WORK IT HAIR SPRAY AEROSOL SPRAY WORKING SP 16 OZ,16 OZ,DAILY HAIR CARE,STYLING,AEROSOL
800897197445,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP GLASS HIGH GLASS ILLUMINATING POWDER,1 CT,COLOR COSMETICS,FACE COSMETICS,BRONZER /  HIGHLIGHTER / CONTOUR
028400010702,LAYS,LAY'S POTATO CHIP CLASSIC BLT BAG 2.875 OZ 1 CT,2.875 OZ,FLNA,SALTY SNACKS,POTATO CHIPS
911111545994,MCDONALDS,QUARTER POUNDER W/ CHEESE DELUXE - LARGE MEAL,LARGE ,ENTREE,COMBO_PLATES,BURGER_CHEESE_MEAL
028400325134,DORITOS,DORITOS TORTILLA CHIP TAPATIO HOT SAUCE 2.75 OZ 1 CT,2.75 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
052000041545,PROPEL,PROPEL ZERO PEACH ENHANCED WATER PLASTIC BOTTLE 1 CT 24 OZ,NULL,LRB,WATER,NCB
818094003643,ROCKSTAR,ROCKSTAR PURE ZERO MANGO ORANGE CAN 8.4 OZ 24 CT,8.4 OZ,LRB,ENERGY DRINKS,CSD
012000152597,STUBBORN SODA,STUBBORN SODA SODA ORANGE HIBISCUS GLASS BOTTLE 12 OZ 1 CT,12 OZ,LRB,CSD,CSD
036000482294,PULL-UPS,PULL-UPS NIGHT TIME DISPOSABLE TRAINING PANT  48 COUNT,SM/MD,TRAINING PANTS,TRAINING PANTS,BIG
070470443416,YOPLAIT,YOPLAIT TRIX LOW-FAT YOGURT - 4 PACK,4 PACK,YOGURT,REFRIGERATED YOGURT,KID CUP
028400112604,TOSTITOS,TOSTITOS TORTILLA CHIP ORIGINAL BAG 15.625 OZ,15.625 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
036000385670,COTTONELLE,COTTONELLE CLEAN CARE TOILET TISSUE 1 PLY 277 COUNT 9 COUNT,9 ROLLS,BATH TISSUE,BATH TISSUE PREMIUM,BUNDLED
048001204652,HELLMANN'S/BEST FOODS,HELLMANNS REGULAR MAYONNAISE REGULAR FAT CONTENT PLASTIC JAR RP 32 OZ,32 OZ,SPOONABLES,SPOONABLES,MAYONNAISE
050400023406,BIMBO,SUN02 SS BRD PLBAG CNSWR   16OZ,16 OZ,MAINSTREAM,BIMBO BREAD,BREAD
022400624563,TRESEMME,TRESEMME NATURALS RADIANT VOLUME VOLUMIZING SHAMPOO LIQUID PLASTIC BOTTLE PUMP RP 25 OZ,25 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/ BASIC SHAMPOO
070470434858,YOPLAIT,"YOPLAIT LOW-FAT ORIG YOGURT - MOUNTAIN BLUEBERRY, 4 PACK",4 PACK,YOGURT,REFRIGERATED YOGURT,TRD SNGL SRV & MPK
016000179585,CHEERIOS,GMI TEAM CHEERIOS CEREAL FS 18.5OZ,1 PACK,CEREAL,RTE CEREAL,FAMILY
012000203671,BUBLY,BUBLY SPARKLING WATER LEMON 12 OZ 16 CT,12 OZ,LRB,WATER,CSD
764302281177,SHEA MOISTURE,SHEA MOISTURE MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 13 OZ - 0764302281171,13 OZ,DAILY HAIR CARE,WASH & CARE,SHAMPOO X DRY
080727000071,ESSIE,ESSIE NAIL POLISH IN STITCHES,1 CT,NAIL,NAIL,ENAMEL
070470492186,YOPLAIT,"YOPLAIT WHIPS! YOGURT - SEA SALT CARAMEL & CHOCOLATE, 4 OZ",1 PACK,YOGURT,REFRIGERATED YOGURT,TRD SNGL SRV & MPK
075706303854,CONNIES PIZZA,CONNIES PIZZA- DEEP DISH -SPINACH AND RICOTTA,27.2 OZ,FROZEN,FROZEN PIZZA,MULTI-SERVE PIZZA
052000640755,GATORADE,GATORADE AM ORANGE STRAWBERRY 64 OZ 1 CT,64 OZ,LRB,SPORTS DRINK,NCB
036731506009,GATORADE,GATORADE  FRUIT PUNCH 16.9 OZ 1 CT,16.899999999999999 OZ,LRB,SPORTS DRINK,NCB
022400671222,TRESEMME,TRESEMME EXPERT SELECTION KERATIN SMOOTH SHMP CNDTNR DRY SHMP HAIR CARE COMBO BOX REGULAR SP 54.3 OZ - 0022400671221,18 OZ,DAILY HAIR CARE,WASH & CARE,W&C COMBO PACKS
036426960000,SCARGUARD,SCARGUARD BRUISEGUARD,NULL,HEALTH & MEDICINE,FIRST AID,SCAR TREATMENT
071249343319,LOREAL PARIS COSMETICS,LP VOLUMINOUS LASH PARADISE STP MSCRA STRGHT BRSH LNGTHNG WTRPRF,0.25 OZ,COLOR COSMETICS,EYE,MASCARA
036000343311,HUGGIES,HUGGIES PREMOISTENED BABY WIPE BAG SFT PACK SHEA BUTTER MSTR HLTH SKN A,56 COUNT,TOTAL WIPES,BABY WIPES,BUNDLED
084001029611,TICONDEROGA,TRU-RAY 12X18 HOLIDAY GREEN 50 CT - 25,NULL,HOUSEHOLD,OFFICE SUPPLIES,CONSTRUCTION PAPER
079400347220,AXE,AXE COOL METAL CLEANSING SHAMPOO LIQUID PLASTIC BOTTLE RP 22 OZ,22 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/ BASIC SHAMPOO
032843334639,CAFE ALTURA,"CAFE ALTURA ORGANIC GROUND COFFEE DARK ROAST, 12 OZ",12 OZ,GROCERY,BEVERAGES,COFFEE & TEA
071249214640,LOREAL PARIS COSMETICS,LOREAL PARIS INFALLIBLE HOUR WATERPROOF EYE SHADOW,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
840243138661,BLUE BUFFALO,BLUE WILDERNESS GRAIN-FREE DUCK RECIPE BISCUITS TRAIL TREATS NATURAL CRUNCHY DOG TREATS,36 OUNCE,PET FOOD,DOG FOOD,DOG TREATS
011111172661,DOVE,DOVE CUCUMBER & GREEN TEA WASH SOAP PLASTIC BOTTLE RP 3 OZ - 0011111172661, OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
072030019284,ENTENMANNS,ENTENMANNS SINGLES DANISH   STRAWBERRY CHEESE,NULL,BAKED GOODS,ENTENMANNS HERITAGE,DANISH
072945601994,BALL PARK,BALL PARK WHITE BUN HAMBURGER 8 CT 2,21 OZ,BUNS & ROLLS,BALL PARK,BUNS
095008026237,ESSIE,ESSIE NAIL COLOR TOP COAT POLISH KIT,13.5 ML,NAIL,NAIL,ENAMEL
042800496416,TOTINOS,TOTINOS SUPREME PARTY PIZZA - 4 PACK,4 PACK,FROZEN,FROZEN PIZZA,PARTY PIZZA
076750378133,BLACKHAWK,HAPPY DINING V2 VPLN $25,25 DOLLARS,RETAIL,CARDS,GIFT CARDS
046000288772,OLD EL PASO,"OLD EL PASO TACO SEASONING MIX WITH REDUCED SODIUM, 1 OZ", OZ,TACO,SPICES SEASONINGS,DRY TACO SEASONING
018000422616,PILLSBURY TOASTER STRUDEL,PILLSBURY TOASTER STRUDEL FROZEN STRAWBERRY TOASTER PASTRY 46 OZ - 0018000422611,NULL,FROZEN,PASTRIES,BREAKFAST PASTRIES
020000001319,MOUNTAIN DEW,MTN DEW SODA DEW PLASTIC BOTTLE 20 OZ 1 CT,20 OZ,LRB,CSD,CSD
911111536046,MCDONALDS,MINUTE MAID APPLE JUICE BOX, ,NON_ALCOHOL_BEVERAGE,COLD_BEVERAGE,JUICE
036000462890,DEPEND,DEPEND FIT FLEX ADULT UNDERWEAR MAXIMUM ABSORPTION EXTRA LARGE WOMEN BP 38 CT,38 COUNT,ADULT INCONTINENCE,ADULT UNDERWEAR,HEAVY END
810667031213,BACK TO THE ROOTS,ORGANIC ITALIAN OREGANO SEED (1-PACK),1 CT,HOME & GARDEN,GARDEN,SEEDS
911111530181,MCDONALDS,KETCHUP PACKET, ,SIDE,OTHER_SIDES/CONDIMENTS,SAUCE_KETCHUP
071990101053,BLUE MOON,BLUE MOON 1 PACK 22OZ GL BTL,22 OZ,BEER,CRAFT,1PK 22OZ GL BTL
028400078931,ROLD GOLD,ROLD GOLD PRETZEL THINS ORIGINAL 2.63 OZ 1 CT,2.63 OZ,FLNA,SALTY SNACKS,PRETZELS
050428349236,CVS,GOLD EMBLEM ROASTED ALMONDS,NULL,SNACKS,ALMONDS,NUTS
092265060073,FIRST AID ONLY,"FIRST AID ONLY TRIANGULAR SLING BANDAGE WITH 2 SAFETY PINS 40 IN. X 56 IN., TAN",NULL,FIRST AID,WC - TAPES,WOUND CARE
811346020313,DOLLAR SHAVE CLUB,DSC FACE WASH HYDRATING 12P 5Z,5 OZ,SHAVE,FACE CARE,FACE CARE
071990000240,COORS PURE,COORS PURE ORGANIC 12 PACK 12OZ AL CAN,12 OZ,BEER,PREMIUM LIGHT,12PK 12OZ AL CAN
077043000212,ST IVES,ST IVES REGULAR SKIN MOISTURIZER LOTION REVITALIZING RP 21 OZ - 0077043000211,21 OZ,BODY CARE,HAND AND BODY LOTION,HBL+ AQUAPHOR/PL SEGMENT
077652082432,STASH TEA,"STASH TEA DECAF BLACK TEA CHOCOLATE HAZELNUT, 6 PACKS OF 18CT",NULL,PACKAGED TEA,BLACK,TEA BAG
012000810114,MOUNTAIN DEW,DIET MTN DEW CODE RED SODA CHERRY CAN IN BOX 12 OZ 12 CT,12 OZ,LRB,CSD,CSD
072030022383,ENTENMANNS,ENTENMANS MINI CRUMB DONUT 12P,NULL,BAKED GOODS,ENTENMANNS MINIS,DONUTS
071249312278,LOREAL PARIS COSMETICS,LOREAL VOLUMINOUS BUTTERFLY I STP MSCRA STRGHT BRSH,1 CT,COLOR COSMETICS,EYE,MASCARA
021136181142,TOPO CHICO,TOPO CHICO HARD SELTZER TANGY LEMON LIME 1 PACK 16OZ AL CAN,16 OZ,FMB W/COOLERS,SELTZER,1PK 16OZ AL CAN
911111521974,MCDONALDS,ICED CARAMEL MACCHIATO - MEDIUM,MEDIUM ,NON_ALCOHOL_BEVERAGE,COLD_BEVERAGE,COFFEE_ICED_MACCHIATO_FLAVOR
764302015673,SHEA MOISTURE,SHEA MOISTURE MEN TEA TRE OL & SH BTTR SKIN MOISTURIZER CREAM MOISTURIZE & SHINE RP 4 OZ - 0764302015671,4 OZ,BODY CARE,HAND AND BODY LOTION,HBL+ AQUAPHOR/PL SEGMENT
071249076392,LOREAL PARIS COSMETICS,LOREAL GLAM SHINE STP LP GLS LQD TBE,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
603084446780,GARNIER HAIR COLOR,GRNR NUTRISSE EXC BASIC PERM BLACK NTRL CREME,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
041554522068,MAYBELLINE,MAYBELLINE FIT ME ORIGINAL CNCLRS LQD/CRM TBE,1 CT,COLOR COSMETICS,FACE COSMETICS,CONCEALER
079400231376,DOVE,DOVE CLINICAL PROTECTION COOL ESSENTIALS ANTI PERSPIRANT DEOD CUCUMBER & GREEN TEA PRESCRIPTION STRNGTH MOISTURIZERS PLSTCTNR IN BOX RP 5.1 OZ - 0079400231371,2 OZ,APDEO,APDEO X BODY SPRAY/MISTS,APDEO X BODY SPRAY/MISTS
041554056754,MAYBELLINE,MBLNE GREAT LASH ORIGINAL STP MSCRA STRGHT BRSH,1 CT,COLOR COSMETICS,EYE,MASCARA
041554530674,MAYBELLINE,MBLNE EYE STDO COLOR MOLTEN EYE SHDW DUO PAN PWDR,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
012000384219,BRISK,LIPTON BRISK LEMONADE REGULAR LEMONADE JUICE DRINK 12 CT 144 OZ,NULL,LRB,J&D,NCB
052000135190,GATORADE,GATORADE FROST GLACIER FREEZE 28 OZ 1 CT,28 OZ,LRB,SPORTS DRINK,NCB
079400480217,SUAVE,SUAVE ANTIPERSPIRANT DEODORANT TROPICAL PARADISE 1.2 OZ,1.2 OZ,APDEO,APDEO X BODY SPRAY/MISTS,APDEO X BODY SPRAY/MISTS
070470433295,YOPLAIT,"YOPLAIT NON-FAT GREEK YOGURT - VANILLA,  5.3OZ",1 PACK,YOGURT,REFRIGERATED YOGURT,GRK SNGL SRV & MPK
034100012571,LEINENKUGELS,LEINENKUGELS JUICY PEACH SOUR 12 PACK 12OZ AL CAN,12 OZ,BEER,CRAFT,12PK 12OZ AL CAN
052000201314,GATORADE,GATORADE G2 PERFORM ASSORTED THIRST QUENCHER PLST BTL IN PLST WRP 20 OZ 12 CT,20 OZ,LRB,SPORTS DRINK,NCB
047677483989,KIND FROZEN,KIND FROZEN PEANUT BUTTER DARK CHOCOLATE BAR,1.6 OZ,FROZEN,FROZEN BETTER FOR YOU TREATS,FROZEN PLANT BASED
012000033131,PEPSI,PEPSI ZERO SUGAR 24 OZ 1 CT,24 OZ,LRB,CSD,CSD
073410003183,ARNOLD BROWNBERRY OROWEAT,"ARNOLD COUNTRY POTATO BREAD, 24 OZ",NULL,PREMIUM,ABO BREAD,BREAD
011111064911,CARESS,CARESS WHIPPED SOUFFLE BLACKBERRY CREAM WASH SOAP TOTTLE RP 15 OZ,15 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
899539000236,TERRAPIN,TERRAPIN 1 PACK 12OZ GL BTL,12 OZ,BEER,CRAFT,1PK 12OZ GL BTL
023100853390,DENTASTIX,DENTASTIX CORE,NULL,PET NEEDS,PET FOOD,DOG TREAT
079400453075,AXE,AXE GOLD FRESH DEODORANT ICED MINT & LEATHER ALL DAY FRESH PLASTIC CONTAINER RP 3 OZ - 0079400453071,3 OZ,APDEO,APDEO X BODY SPRAY/MISTS,APDEO X BODY SPRAY/MISTS
070129291733,OLD LONDON,"OLD LONDON MELBA TOAST RYE 5 OZ, 12CT",5 OZ,COOKIES AND CRACKERS,SPECIALTY DRIED BREAD,MELBA
072310003514,BIGELOW,"BIGELOW PREMIUM CEYLON TEA BAGS, 10 PACKS OF 100CT",1 OZ,GROCERY,BEVERAGES,COFFEE & TEA
050428374962,CVS,WOMENS PROTECTIVE PADS,NULL,ADULT INCONTINENCE,PAD,MAXIMUM
041540046516,PAPER MATE,4651 ASSORTED POROUS POINT PEN 48-PK,48 CT,WRITING INSTRUMENTS,PENS,POROUS PENS
071249210802,LOREAL PARIS HAIR COLOR,EXCELLENCE BASE BASIC PERM VRY LGHT BLND NTRL CREME,NULL,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
075856686852,KLONDIKE,KLONDIKE ICE CREAM BARS BROWNIE FUDGE SWIRL 6 CT 24 OZ - 0075856686851,NULL,FROZEN NOVELTIES,CREAM BASED,ICE CREAM
2700733781976,TIGI,TIGI BED HEAD MINI HARD HEAD HAIR SPRAY SPRAY HOLDING RP 3 OZ - 2700733781971,3 OZ,DAILY HAIR CARE,STYLING,HAIR SPRAY
794522001576,TAZO,TAZO CLASSIC CHAI LATTE BLACK TEA CAFFEINE - 9 BAGS - 0794522001571,NULL,TOTAL TEA,LEAF TEA,MACH DISP
800897190637,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP GLOW BORN TO GLOW NATURALLY RADIANT FOUNDATION,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
050428508824,CVS,CVS HEALTH ZINC FIRST AID CREAM,NULL,FIRST AID,WC - DRESSINGS/COVER,WOUND CARE
012000182846,PURE LEAF,LIPTON PURE LEAF EXTRA SWEET TEA PREPARED TEA REAL BREWED TEA PLSTC BL WRP IN PLST 16.9 OZ 18 CT,16.9 OZ,LRB,RTD TEA,NCB
041554062984,MAYBELLINE,MAYBELLINE FIT ME TINTED MOISTURIZER NATURAL COVERAGEGE FACE MAKEUP,1 CT,COLOR COSMETICS,FACE COSMETICS,TINTED MOISTURIZER BB & CC CREAM
016500537779,ALKA SELTZER PLUS,"ALKA SELTZER PLUS DT/NT ADLT C/F L GEL/SFT GEL AC, DXM, DOX, PE 20 CT RP 20 CT",20 CT,HEALTH & WELLNESS,UPPER RESPIRATORY,ADULT COLD/FLU
011111064928,CARESS,CARESS WHIPPED SOUFFLE WHITE PEACH CREAM WASH SOAP TOTTLE RP 15 OZ,15 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
041554065114,MAYBELLINE,MAYBELLINE FAST GEL FAST DRYING GEL NAIL POLISH GRAPE GETAWAY,1 CT,NAIL,NAIL,ENAMEL
013562123537,ANNIES HOMEGROWN,ANNIES WHITE CHEDDAR MACARONI & CHEESE MICROWAVABLE CUPS 8PK/2.01OZ CUPS,NULL,MACARONI & CHEESE,DRY MACARONI & CHEESE MIX,ELBOW
050428635407,CVS,"CVS HEALTH SPORT CLEAR SUNSCREEN SPRAY SPF 30, 9.1 OZ",NULL,SUNCARE,SPORT SPF 30-49,SPORT
028400104111,FRITO LAY,FRITO LAY VARIETY PACK  MIXED 40 COUNT 38.5 OUNCE,NULL,FLNA,SALTY SNACKS,VARIETY MULTIPACK
062111967283,TAZO,TAZO GRN T W/LM & SPRM PREPARED ICED TEA GLASS BOTTLE 1 CT 13.8 OZ,NULL,LRB,RTD TEA,NCB
071249061237,LOREAL PARIS COSMETICS,LOREAL AIR WEAR CNCLRS LQD/CRM TBE,1 CT,COLOR COSMETICS,FACE COSMETICS,CONCEALER
082592633590,NAKED,NAKED VEGGIES TOMATO KICK JUICE 15.2 FLUID OUNCE PLASTIC BOTTLE.,NULL,LRB,J&D,NCB
